"cas_number","dtxsid","preferred_name","mw_g_mol"
"4015-18-3","DTXSID20960591","4-Amino-N-(5-chloro-2,6-dimethylpyrimidin-4-yl)benzene-1-sulfonamide",312.77
"102-65-8","DTXSID60144515","Sulfaclozine",284.72
"68-35-9","DTXSID7044130","Sulfadiazine",250.28
"122-11-2","DTXSID1023607","Sulfadimethoxine",310.33
"2447-57-6","DTXSID6023608","Sulfadoxine",310.33
"94-19-9","DTXSID4046286","Sulfaethidole",284.35
"57-67-0","DTXSID1023609","Sulfaguanidine",214.24
"152-47-6","DTXSID2046179","Sulfalene",280.3
"651-06-9","DTXSID5023613","Sulfamethoxydiazine",280.3
"57-68-1","DTXSID6021290","Sulfamethazine",278.33
"144-82-1","DTXSID5023615","Sulfamethizole",270.33
"723-46-6","DTXSID8026064","Sulfamethoxazole",253.28
"80-35-3","DTXSID5023611","Sulfamethoxypyridazine",280.3
"1220-83-3","DTXSID8045351","Sulfamonomethoxine",280.3
"729-99-7","DTXSID5023617","Sulfamoxole",267.3
"1337-39-9","DTXSID4023622","Sulfanilamide",172.2
"144-83-2","DTXSID3026067","Sulfapyridine",249.29
"59-40-5","DTXSID8042424","Sulfaquinoxaline",300.34
"599-79-1","DTXSID0021256","Sulfasalazine",398.39
"72-14-0","DTXSID8026068","Sulfathiazole",255.31
"85-73-4","DTXSID8023470","Phthalylsulfathiazole",403.43
"57-96-5","DTXSID0023618","Sulfinpyrazone",404.48
"127-69-5","DTXSID6021292","Sulfisoxazole",267.3
"38194-50-2","DTXSID4023624","Sulindac",356.41
"61-56-3","DTXSID4023626","Sulthiame",290.35
"103628-46-2","DTXSID4023628","Sumatriptan",295.4
"40828-46-4","DTXSID5045469","Suprofen",260.31
"27470-51-5","DTXSID6021296","Suxibuzone",438.48
"321-64-2","DTXSID1037272","Tacrine",198.269
"171596-29-5","DTXSID9046786","Tadalafil",389.411
"171596-36-4","DTXSID40431339","Nortadalafil",375.384
"38649-73-9","DTXSID6046426","Talinolol",363.502
"10540-29-1","DTXSID1034187","Tamoxifen",371.524
"175591-23-8","DTXSID30170003","Tapentadol",221.344
"191114-48-4","DTXSID3046455","Telithromycin",812.018
"144701-48-4","DTXSID8023636","Telmisartan",514.629
"147127-20-6","DTXSID9040132","Tenofovir",287.216
"63590-64-7","DTXSID3023639","Terazosin",387.44
"91161-71-6","DTXSID2023640","Terbinafine",291.438
"23031-25-6","DTXSID7021310","Terbutaline",225.288
"67915-31-5","DTXSID2045498","Terconazole",532.47
"50679-08-8","DTXSID2023642","Terfenadine",471.685
"1077-93-6","DTXSID60862525","Ternidazole",185.183
"15793-40-5","DTXSID60860001","Terodiline",281.443
"34784-64-0","DTXSID80865735","Tertatolol",295.44
"94-24-6","DTXSID1043883","Tetracaine",264.369
"60-54-8","DTXSID7023645","Tetracycline",444.44
"53808-87-0","DTXSID80202085","Tetroxoprim",334.376
"84-22-0","DTXSID1047861","Tetrahydrozoline",200.285
"847-25-6","DTXSID401033713","Racephenicol",356.21
"1420-55-9","DTXSID1023651","Thiethylperazine",399.62
"154-42-7","DTXSID6023652","6-Thioguanine",167.19
"76-75-5","DTXSID1023653","Thiopental",242.34
"69558-55-0","DTXSID9046609","Thymopentin",679.776
"115103-54-3","DTXSID5023663","Tiagabine",375.55
"55297-95-5","DTXSID2046701","Tiamulin",493.75
"274693-27-5","DTXSID901009337","Ticagrelor",522.57
"55142-85-3","DTXSID5023669","Ticlopidine",263.78
"6252-92-2","DTXSID50861820","4-(3-Hydroxy-3-phenyl-3-(2-thienyl)propyl)-4-methylmorpholine",318.45
"20380-58-9","DTXSID401347825","trans-Tilidine",NA
"108050-54-0","DTXSID5046011","Tilmicosin",869.147
"26839-75-8","DTXSID4023674","(S)-Timolol",316.42
"19387-91-8","DTXSID4023676","Tinidazole",247.27
"910-86-1","DTXSID70238358","Tiocarlide",400.58
"51322-75-9","DTXSID9023679","Tizanidine",253.71
"1156-19-0","DTXSID3021358","Tolazamide",311.4
"59-98-3","DTXSID3023683","Tolazoline",160.22
"64-77-7","DTXSID8021359","Tolbutamide",270.35
"13710-19-5","DTXSID1045409","Tolfenamic acid",261.71
"2933-94-0","DTXSID50863061","Toliprolol",223.316
"26171-23-3","DTXSID2043951","Tolmetin",257.289
"2398-96-1","DTXSID3042477","Tolnaftate",307.41
"5632-44-0","DTXSID30863584","Tolpropamine",253.389
"69004-03-1","DTXSID90219063","Toltrazuril",425.38
"3686-58-6","DTXSID8057724","Tolycaine",278.352
"97240-79-4","DTXSID8023688","Topiramate",339.36
"123948-87-8","DTXSID3042685","Topotecan",421.453
"56211-40-6","DTXSID2023690","Torsemide",348.42
"89778-26-7","DTXSID3023689","Toremifene",405.97
"27203-92-5","DTXSID90858931","Tramadol",263.381
"87679-37-6","DTXSID2023692","Trandolapril",430.545
"1197-18-8","DTXSID3045350","Tranexamic acid",157.213
"15421-84-8","DTXSID0045416","Trapidil",205.265
"124-94-7","DTXSID1040742","Triamcinolone",394.439
"76-25-5","DTXSID6021371","Triamcinolone acetonide",434.504
"396-01-0","DTXSID6021373","Triamterene",253.269
"28911-01-5","DTXSID6046763","Triazolam",343.21
"133-67-5","DTXSID7023699","Trichlormethiazide",380.64
"68786-66-3","DTXSID7043952","Triclabendazole",359.65
"144-11-6","DTXSID4023705","Trihexyphenidyl",301.474
"138-56-7","DTXSID8023711","Trimethobenzamide",388.464
"738-70-5","DTXSID3023712","Trimethoprim",290.323
"14617-19-7",NA,NA,NA
"486-12-4","DTXSID3023718","Triprolidine",278.399
"14504-73-5","DTXSID10864514","Tritoqualine",500.548
"53783-83-8","DTXSID00202062","Tromantadine [INN:DCF]",280.412
"1508-75-4","DTXSID8045220","Tropicamide",284.359
"89565-68-4","DTXSID2044137","Tropisetron",284.359
"47608-32-2","DTXSID6048337","Trospium",392.518
"41570-61-0","DTXSID7048457","Tulobuterol",227.73
"1401-69-0","DTXSID3043996","Tylosin",916.112
"66-02-4","DTXSID50110067","3,5-Diiodotyrosine",432.984
"268203-93-6","DTXSID00870301","Udenafil",516.66
"181695-72-7","DTXSID6044226","Valdecoxib",314.36
"175865-60-8","DTXSID8048288","Valganciclovir",354.367
"99-66-1","DTXSID6023733","Valproic acid",144.214
"137862-53-4","DTXSID6023735","Valsartan",435.528
"1404-90-6","DTXSID0042664","Vancomycin",1449.27
"224785-90-4","DTXSID3048318","Vardenafil",488.61
"249296-44-4","DTXSID70891447","Varenicline",211.268
"71109-09-6","DTXSID5049077","Quadrisol",282.383
"56949-77-0","DTXSID9041152","(+/-)-Verapamil",454.611
"274901-16-5","DTXSID80881091","Vildagliptin",303.406
"1617-90-9","DTXSID9040134","Vincamine",354.45
"5543-57-7","DTXSID50873382","(S)-Warfarin",308.333
"2530-97-4","DTXSID1048255","Xanthinol",311.342
"14293-44-8","DTXSID5023744","Xipamide",354.81
"526-36-3","DTXSID8046957","Xylometazoline",244.382
"146-48-5","DTXSID9040130","Yohimbine",354.45
"151319-34-5","DTXSID5023748","Zaleplon",305.341
"30516-87-1","DTXSID8020127","3'-Azido-3'-deoxythymidine",267.245
"139264-17-8","DTXSID8045933","Zolmitriptan",287.363
"68291-97-4","DTXSID9046023","Zonisamide",212.22
"43200-80-2","DTXSID4041155","Zopiclone",388.81
"6493-07-8","DTXSID40215232","1-(3'-Carboxypropyl)-3,7-dimethylxanthine",266.257
"71758-44-6","DTXSID20698322","2-(2-Chloroanilino)benzaldehyde",231.68
"68011-66-5","DTXSID20218201","2-Hydroxycarbamazepine",252.273
"51146-55-5","DTXSID30873789","2-Hydroxyibuprofen",222.284
"64744-50-9","DTXSID40215070","Gabapentin-lactam",153.225
"950-81-2","DTXSID10241720","2,3-Dihydro-1,5-dimethyl-3-oxo-2-phenyl-1H-pyrazole-4-carbaldehyde",216.24
"5939-37-7","DTXSID70891503","7-Hydroxymethotrexate",470.446
"41515-09-7","DTXSID401023493","1-((5-(p-Acetamidophenyl)-2-furanyl)methyleneamino)-hydantoin",326.312
"1417999-76-8",NA,NA,NA
"147676-56-0","DTXSID10163776","Hydroxyacetildenafil",482.585
"949091-38-7","DTXSID10652413","5-{2-Ethoxy-5-[(4-methylpiperazin-1-yl)acetyl]phenyl}-1-methyl-3-propyl-1,4-dihydro-7H-pyrazolo[4,3-d]pyrimidin-7-one",452.559
"76567-28-7","DTXSID00226167","Albendazole sulfone",297.33
"519-65-3","DTXSID00199862","Dioxypyramidon",263.297
"83-15-8","DTXSID40232106","N-Antipyrinylacetamide",245.282
"1672-58-8","DTXSID10168241","4-Formylaminoantipyrine",231.255
"83-07-8","DTXSID8048860","Ampyrone",203.245
"13132-73-5","DTXSID80927160","3-Hydroxybromazepam",332.157
"42242-69-3","DTXSID40962395","3-[3-(tert-Butylamino)-2-hydroxypropoxy]-4-chlorobenzoic acid",301.77
"78715-23-8","DTXSID60891436","Norbuprenorphine",413.558
"29331-92-8","DTXSID50865484","Licarbazepine",254.289
"35079-97-1","DTXSID30891504","10,11-Dihydroxycarbamazepine",270.288
"36507-30-9","DTXSID60891456","Carbamazepine-10,11-epoxide",252.273
"1333233-46-7","DTXSID101492320","Dithiodesmethylcarbodenafil",470.65
"83881-46-3","DTXSID401446302","Cetirizine Methyl Ester",402.92
"1076199-80-8","DTXSID90891484","Cetirizine N-oxide",404.89
"4298-15-1","DTXSID70863361","2-({4-[(7-Chloroquinolin-4-yl)amino]pentyl}amino)ethan-1-ol",307.82
"118-42-3","DTXSID8023135","Hydroxychloroquine",335.88
"101666-68-6","DTXSID10454111","N-Desmethyl Clarithromycin",733.937
"882-09-7","DTXSID1040661","Clofibric acid",214.65
"4959-17-5","DTXSID90197913","7-Aminoclonazepam",285.73
"144457-28-3","DTXSID10891466","Clopidogrel carboxylic acid",307.79
"34245-14-2","DTXSID40891459","Verapamil metabolite D617",290.407
"963-39-3","DTXSID4046155","Demoxepam",286.72
"8913-84-3",NA,NA,NA
"366462-61-5","DTXSID70747511","N-Methyl-N-[(2R)-1-phenylpropan-2-yl]prop-2-yn-1-amine N-oxide",203.285
"1088-11-5","DTXSID2049000","Desmethyldiazepam",270.72
"42399-40-6","DTXSID00881093","Desacetyl diltiazem",372.48
"130606-60-9","DTXSID601019739","N-Demethyldiltiazem hydrochloride",436.95
"1886-26-6","DTXSID60904717","(+/-)-Norfenfluramine",203.208
"33794-42-2","DTXSID101037330","(+/-)-cis-3-Methyl norfentanyl",246.354
"1609-66-1","DTXSID2057657","Norfentanyl",232.327
"90736-23-5","DTXSID0048929","para-Fluorofentanyl",354.469
"34084-50-9","DTXSID40187682","7-Aminoflunitrazepam",283.306
"894-76-8","DTXSID90237641","7-Aminodesmethylflunitrazepam",269.279
"2558-30-7","DTXSID30180268","Norflunitrazepam",299.261
"148505-57-1",NA,NA,NA
"20971-53-3","DTXSID10175152","N(sup 1)-(2-Hydroxyethyl)flurazepam",332.76
"3086-91-7","DTXSID60184875","4-Chloro-5-sulfamoylanthranilic acid",250.65
"141-83-3","DTXSID3043811","Guanidinecarboxamide",102.097
"1428-95-1","DTXSID10162188","5-(N,N-Hexamethylene)amiloride",311.77
"15935-54-3","DTXSID401016127","Carboxyibuprofen",236.267
"256-96-2","DTXSID90871625","Iminostilbene",193.249
"2996-37-4","DTXSID70952385","2-(12-Fluoro-4a,6a,8,8-tetramethyl-2-oxo-2,3,4,4a,4b,5,6,6a,9a,10,10a,10b,11,12-tetradecahydro-6bH,8H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-6b-yl)-2-oxoethyl acetate",462.558
"2688-77-9","DTXSID30878577","(+)-Laudanosine",357.45
"7728-40-7","DTXSID60228006","Monoethylglycinexylidide",206.289
"2903-45-9","DTXSID30183274","Lignocaine N-oxide",250.342
"71-58-9","DTXSID0025527","Medroxyprogesterone acetate",386.532
"72460-70-9","DTXSID801024512","p-Hydroxymesocarb",338.367
"519-98-2","DTXSID80199865","4-(Methylamino)antipyrine",217.272
"56392-17-7","DTXSID9037248","Metoprolol tartrate",684.824
"51-59-2","DTXSID80199002","N-Acetyl-5-aminosalicylic acid",195.174
"82419-52-1","DTXSID301017803","N-Desmethyl ofloxacin",347.346
"15301-93-6","DTXSID50864578","Demethylorphenadrine",255.361
"187227-45-8","DTXSID50171996","Oseltamivir acid",284.356
"12656-98-3","DTXSID10891481","Pheniramine N-oxide",256.349
"19428-44-5","DTXSID60891491","N-Desmethylpheniramine",226.323
"86383-21-3","DTXSID001006774","1-[2-(3-Amino-2-hydroxypropoxy)phenyl]-3-phenylpropan-1-one",299.37
"479073-88-6",NA,NA,NA
"73857-20-2","DTXSID50891465","Ranitidine-N-oxide",330.4
"73851-70-4","DTXSID90891464","Ranitidine-S-oxide",330.4
"84467-54-9","DTXSID801004734","1-[1-(4-Chlorophenyl)cyclobutyl]-3-methylbutan-1-amine",251.8
"168835-59-4","DTXSID701314239","N-Desmethylsibutramine",265.83
"139755-82-1","DTXSID00161160","Desmethylsildenafil",460.55
"127-74-2","DTXSID00155362","N(4)-Acetylsulfadiazine",292.31
"100-90-3","DTXSID50142848","N(4)-Acetylsulfamethazine",320.37
"17103-52-5","DTXSID401300825","5-Sulfanilamido-3-methylisoxazole",253.28
"114438-33-4","DTXSID00150731","Sulfamethoxazole hydroxylamine",269.28
"21312-10-7","DTXSID8049044","N-Acetyl sulfamethoxazole",295.31
"127-76-4","DTXSID40891439","N4-Acetylsulfathiazole",297.35
"1300037-83-5","DTXSID601016935","N-Demethyltapentadol",207.317
"38677-94-0","DTXSID10191973","Nortilidine",259.349
"541505-94-6","DTXSID90652198","(1R,2S)-2-(Aminomethyl)-1-(3-methoxyphenyl)cyclohexan-1-ol",235.327
"73806-55-0","DTXSID50891485","1-(3-Methoxyphenyl)-2-(methylaminomethyl)cyclohexan-1-ol",249.354
"147441-56-3","DTXSID70649541","[(1S,2S)-2-Hydroxy-2-(3-methoxyphenyl)cyclohexyl]-N,N-dimethylmethanamine N-oxide",279.38
"73986-53-5","DTXSID40894102","3-[2-[(Dimethylamino)methyl]-1-hydroxycyclohexyl]phenol",249.354
"522648-42-6",NA,NA,NA
"144830-18-2","DTXSID90932422","3-{1-Hydroxy-2-[(methylamino)methyl]cyclohexyl}phenol",235.327
"37115-45-0","DTXSID50958284","alpha-Hydroxytriazolam",359.21
"30806-86-1","DTXSID601017795","(2,4-diaminopyrimidin-5-yl)(3,4,5-trimethoxyphenyl)methanone",304.306
"67018-85-3","DTXSID80873799","Norverapamil",440.584
"106377-28-0","DTXSID50591478","1H-1,2,3-Triazol-4-ol",85.066
"51-28-5","DTXSID0020523","2,4-Dinitrophenol",184.107
"93-76-5","DTXSID5021388","2,4,5-Trichlorophenoxyacetic acid",255.48
"1928-37-6","DTXSID80172875","2,4,5-T-methyl [ISO]",269.5
"609-19-8","DTXSID4026212","3,4,5-Trichlorophenol",197.44
"160430-64-8","DTXSID901015148","N-[(6-Chloro-3-pyridinyl)methyl]-N′-cyano-N-methylethanimidamide",222.68
"135158-54-2","DTXSID1032519","Acibenzolar-S-methyl",210.27
"50594-66-6","DTXSID0020022","Acifluorfen",361.66
"74070-46-5","DTXSID7058175","Aclonifen",264.67
"101007-06-1","DTXSID3041584","Acrinathrin",541.446
"83130-01-2","DTXSID5058195","Alanycarb",399.52
"584-79-2","DTXSID8035180","Allethrin",302.414
"497-92-7","DTXSID901016596","Allethrin II",346.423
"99-47-8","DTXSID10870438","2-Chloro-1-(3-nitrophenyl)ethan-1-one",199.59
"120923-37-7","DTXSID7057945","Amidosulfuron",369.37
"2032-59-9","DTXSID7022172","Aminocarb",208.261
"33089-61-1","DTXSID5023871","Amitraz",293.414
"61-82-5","DTXSID0020076","Amitrole",84.082
"12771-68-5","DTXSID2034338","Ancymidol",256.305
"101-05-3","DTXSID9020089","Anilazine",275.52
"64249-01-0","DTXSID5058149","Anilofos",367.84
"140-57-8","DTXSID3020097","Aramite",334.86
"66230-04-4","DTXSID4032667","Es-fenvalerate",419.91
"3244-90-4","DTXSID6032510","Aspon",378.42
"1610-17-9","DTXSID0037493","Atraton",211.269
"65195-55-3","DTXSID9058238","Avermectin B1a",873.09
"65195-56-4","DTXSID4058239","Avermectin B1b",859.063
"11141-17-6","DTXSID0037497","Azadirachtin",720.721
"2642-71-9","DTXSID5037498","Azinphos-ethyl",345.37
"4658-28-0","DTXSID3041615","Aziprotryne",225.27
"101-27-9","DTXSID3041617","Barban",258.1
"113614-08-7","DTXSID7057941","2-[4-Fluoro-3-(trifluoromethyl)phenoxy]-N-(phenylmethyl)butanamide",355.333
"71626-11-4","DTXSID3041619","Benalaxyl",325.408
"3813-05-6","DTXSID2041620","Benazolin",243.66
"22781-23-3","DTXSID9032327","Bendiocarb",223.228
"82560-54-1","DTXSID2041622","Benfuracarb",410.53
"15310-01-7","DTXSID7041623","Benodanil",323.133
"39357-40-9","DTXSID5023900","Benomyl",290.323
"98730-04-2","DTXSID3029572","Benoxacor",260.11
"83055-99-6","DTXSID7024164","Bensulfuron-methyl",410.4
"741-58-2","DTXSID9032329","Bensulide",397.5
"17606-31-4","DTXSID6058001","Bensultap",431.6
"177406-68-7","DTXSID9058232","Benthiavalicarb-isopropyl",381.47
"29356-13-6","DTXSID00418661","(3-chloro-2,6-dimethoxyphenyl)(ethoxyimino)methyl benzoate",363.79
"33878-50-1","DTXSID4044167","Ethyl (S)-N-benzoyl-N-(3,4-dichlorophenyl)-2-aminopropionate",366.24
"1929-88-0","DTXSID8041662","Benzthiazuron",207.25
"149877-41-8","DTXSID5032525","Bifenazate",300.358
"42576-02-3","DTXSID1040320","Bifenox",342.13
"28434-01-7","DTXSID2034382","Bioresmethrin",338.447
"125401-92-5","DTXSID7034383","Bispyribac-sodium",452.355
"98169-49-4","DTXSID80243493","1H-1,2,4-Triazole-1-ethanol, beta-((1,1'-biphenyl)-4-yloxy)-alpha-(1,1-dimethylethyl)-, (S-(R*,S*))-",337.423
"54494-12-1",NA,NA,NA
"80449-88-3","DTXSID5032529","Brodifacoum",523.426
"28772-56-7","DTXSID9032589","Bromadiolone",527.414
"2104-96-3","DTXSID1041683","Bromofos",365.99
"4824-78-6","DTXSID6041684","Bromophos-ethyl",394.04
"18181-80-1","DTXSID1034397","Bromopropylate",428.12
"118150-57-5","DTXSID80922615","1-Ethynyl-4-hydroperoxy-1,2,3,4-tetrahydronaphthalen-1-ol",204.225
"41483-43-6","DTXSID6041688","Bupirimate",316.42
"69327-76-0","DTXSID8034401","Buprofezin",305.44
"23184-66-9","DTXSID3034402","Butachlor",311.85
"134605-64-4","DTXSID9034365","Butafenacil",474.82
"36335-67-8","DTXSID5058068","Butamiphos",332.35
"34681-10-2","DTXSID5058062","Butocarboxim",190.26
"34681-23-7","DTXSID0041698","Butoxycarboxim",222.26
"3766-60-7","DTXSID5041699","Buturon",236.7
"95465-99-9","DTXSID7037505","Cadusafos",270.39
"2425-06-1","DTXSID4020242","Captafol",349.05
"133-06-2","DTXSID9020243","Captan",300.58
"16118-49-3","DTXSID7041756","Carbetamide",236.271
"786-19-6","DTXSID7022120","Carbophenothion",342.85
"55285-14-8","DTXSID5023950","Carbosulfan",380.55
"5234-68-4","DTXSID0023951","Carboxin",235.3
"128639-02-1","DTXSID4032532","Carfentrazone-ethyl",412.19
"133-90-4","DTXSID2020262","Chloramben",206.02
"500008-45-7","DTXSID2044345","Chlorantraniliprole",483.15
"13360-45-7","DTXSID6040290","Chlorbromuron",293.55
"1967-16-4","DTXSID6041769","Chlorbufam",223.66
"6164-98-3","DTXSID2037508","Chlordimeform",196.68
"122453-73-0","DTXSID9032533","Chlorfenapyr",407.62
"14437-17-3","DTXSID5041770","Chlorfenprop-methyl",233.09
"80-33-1","DTXSID5020310","Chlorfenson",303.15
"470-90-6","DTXSID7034250","Chlorfenvinphos",359.56
"71422-67-8","DTXSID5041772","Chlorfluazuron",540.65
"1698-60-8","DTXSID3034872","Chloridazon",221.64
"94365-91-0","DTXSID0023955","Chlorimuron-ethyl",414.82
"94365-91-0","DTXSID0023955","Chlorimuron-ethyl",414.82
"7003-89-6","DTXSID4048064","Chlormequat",122.62
"510-15-6","DTXSID9020299","Chlorobenzilate",325.19
"3691-35-8","DTXSID2032348","Chlorophacinone",374.82
"5836-10-2","DTXSID5041778","Chloropropylate",339.21
"142733-37-7","DTXSID10597537","3-Carbamoyl-2,4,5-trichlorobenzoic acid",268.47
"15545-48-9","DTXSID8052853","Chlorotoluron",212.68
"1982-47-4","DTXSID7040287","Chloroxuron",290.75
"101-21-3","DTXSID7020764","Chlorpropham",213.66
"5598-13-0","DTXSID6032352","Chlorpyrifos-methyl",322.52
"1861-32-1","DTXSID0024000","Chlorthal-dimethyl",331.95
"500-28-7","DTXSID9041784","Chlorthion",297.65
"143807-66-3","DTXSID4057976","Chromafenozide",394.515
"142891-20-1","DTXSID1036753","Cinidon-ethyl",394.25
"94593-91-6","DTXSID5058220","Cinosulfuron",413.41
"99129-21-2","DTXSID3034458","Clethodim",359.91
"126301-94-8","DTXSID6032354","Clodinafop-propargyl",349.74
"74115-24-5","DTXSID9023881","Clofentezine",303.15
"81777-89-1","DTXSID1032355","Clomazone",239.7
"1702-17-6","DTXSID9029221","Clopyralid",192
"210880-92-5","DTXSID2034465","Clothianidin",249.67
"81-82-3","DTXSID8041797","(+/-)-Coumachlor",342.78
"56-72-4","DTXSID2020347","Coumaphos",362.76
"93-65-2","DTXSID9024194","(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid",214.65
"535-89-7","DTXSID0041800","Crimidine",171.63
"7700-17-6","DTXSID6037514","Crotoxyphos",314.274
"299-86-5","DTXSID1037515","Crufomate",291.71
"62421-63-0",NA,NA,NA
"2636-26-2","DTXSID0041806","Cyanophos",243.22
"120116-88-3","DTXSID9034492","Cyazofamid",324.78
"1134-23-2","DTXSID6032356","Cycloate",215.36
"101205-02-1","DTXSID0057918","Cycloxydim",325.47
"2163-69-1","DTXSID8041824","Cycluron",198.31
"86560-92-1","DTXSID3048108","Cyfluthrin diastereoisomer I",434.29
"76703-65-6","DTXSID801033434","(R)-alpha-Cyano-3-phenoxybenzyl (Z)-(1S)-cis-3-(2-chloro-3,3,3-trifluoropropenyl)-2,2-dimethylcyclopropanecarboxylate",449.85
"22936-86-3","DTXSID6040294","2- Chloro-4-cyclopropylamino-6-isopropylamino-s-triazine",227.7
"94361-06-5","DTXSID0032601","Cyproconazole",291.78
"121552-61-2","DTXSID1032359","Cyprodinil",225.295
"42609-52-9","DTXSID2058099","Daimuron",268.36
"75-99-0","DTXSID2021575","Dalapon",142.96
"533-74-4","DTXSID7024902","Dazomet",162.27
"134-62-3","DTXSID2021995","DEET",191.274
"8065-48-3","DTXSID5022306","Demeton",516.66
"17040-19-6","DTXSID4037582","Demeton-S-methyl sulfone",262.27
"301-12-2","DTXSID8025541","Oxydemeton-methyl",246.28
"13684-56-5","DTXSID0034518","Desmedipham",300.314
"1014-69-3","DTXSID6041842","Desmetryn",213.3
"80060-09-9","DTXSID1041845","Diafenthiuron",384.58
"10311-84-9","DTXSID0037522","Dialifor",393.84
"2303-16-4","DTXSID2020391","Diallate",270.21
"6597-78-0","DTXSID1041849","Dicamba-methyl",235.06
"2463-84-5","DTXSID0041850","Dicapthon",297.65
"1085-98-9","DTXSID5041851","Dichlofluanid",333.22
"37764-25-3","DTXSID4027997","Dichlormid",208.08
"2008-58-4","DTXSID7022170","2,6-Dichlorobenzamide",190.02
"120-36-5","DTXSID0020440","Dichlorprop",235.06
"23844-57-7","DTXSID90866617","Dichlorprop-methyl",249.09
"75736-33-3","DTXSID2058178","Diclobutrazol",328.24
"75021-71-5","DTXSID70515398","(2S)-2-[4-(2,4-Dichlorophenoxy)phenoxy]propanoic acid",327.16
"75021-72-6","DTXSID60226002","Propanoic acid, 2-(4-(2,4-dichlorophenoxy)phenoxy)-, methyl ester, (2S)-",341.18
"115-32-2","DTXSID4020450","Dicofol",370.48
"87130-20-9","DTXSID5037527","Diethofencarb",267.325
"119446-68-3","DTXSID4032372","Difenoconazole",406.26
"14214-32-5","DTXSID9041863","Difenoxuron",286.331
"49866-87-7","DTXSID6043965","Difenzoquat",249.336
"83164-33-4","DTXSID4041494","Diflufenican",394.301
"18467-77-1","DTXSID0047454","Diprogulic acid",274.269
"34205-21-5","DTXSID6058059","Dimefuron",338.79
"50563-36-5","DTXSID3058111","Dimethachlor",255.74
"55290-64-7","DTXSID0024052","Dimethipin",210.26
"5221-53-4","DTXSID8041874","Dimethirimol",209.293
"110488-70-5","DTXSID7034545","Dimethomorph",387.86
"2274-67-1","DTXSID9058026","Dimethylvinphos",331.51
"149961-52-4","DTXSID3057981","Dimoxystrobin",326.396
"131-89-5","DTXSID4024064","Dinex",266.253
"83657-18-5","DTXSID2034548","Diniconazole-M",326.22
"6119-92-2","DTXSID7021732","2-(1-Methylheptyl)-4,6-dinitrophenyl crotonate",364.398
"88-85-7","DTXSID3020207","Dinoseb",240.215
"165252-70-0","DTXSID7034549","1-Methyl-2-nitro-3-((tetrahydrofuran-3-yl)methyl)guanidine",202.214
"1420-07-1","DTXSID7041883","Dinoterb",240.215
"6988-21-2","DTXSID2041886","Dioxacarb",223.228
"78-34-2","DTXSID9020534","Dioxathion",456.52
"82-66-6","DTXSID4032378","Diphacinone",340.378
"957-51-7","DTXSID8024072","Diphenamid",239.318
"2764-72-9","DTXSID6034554","Diquat",184.241
"5131-24-8","DTXSID3041902","Ditalimfos",299.28
"97886-45-8","DTXSID9032379","Dithiopyr",401.41
"66840-71-9","DTXSID00891450","N,N-Dimethyl-N'-p-tolylsulphamide",214.28
"534-52-1","DTXSID1022053","4,6-Dinitro-o-cresol",198.134
"1593-77-7","DTXSID5041019","Dodemorph",281.484
"2439-10-3","DTXSID3020548","Dodecylguanidine acetate",287.448
"5707-69-7","DTXSID3041908","Drazoxolon",237.64
"17109-49-8","DTXSID7041910","Edifenphos",310.37
"121124-29-6","DTXSID80153164","Emamectin B1A",886.133
"121424-52-0","DTXSID80153265","Emamectin B1B",872.106
"115-29-7","DTXSID1020560","Endosulfan",406.9
"34467-12-4","DTXSID60188035","Imidazo(2,1-b)thiazole-2-carboxylic acid, 5,6-dihydro-3-methyl-, ethyl ester, hydrochloride",248.73
"2104-64-5","DTXSID7022174","O-Ethyl O-(p-nitrophenyl phenyl)phosphonothioate",323.3
"85785-20-2","DTXSID2058201","Esprocarb",265.42
"60207-93-4","DTXSID2041913","Etaconazole",328.19
"29973-13-5","DTXSID3037545","Ethiofencarb",225.31
"563-12-2","DTXSID2024086","Ethion",384.46
"181587-01-9","DTXSID6058003","Ethiprole",397.2
"23947-60-6","DTXSID6041927","Ethirimol",209.293
"26225-79-6","DTXSID8034580","Ethofumesate",286.34
"91-53-2","DTXSID9020582","Ethoxyquin",217.312
"126801-58-9","DTXSID1057951","Ethoxysulfuron",398.39
"80844-07-1","DTXSID9032610","Etofenprox",376.496
"38260-54-7","DTXSID7041964","Etrimfos",292.29
"52-85-7","DTXSID7041966","Famphur",325.33
"161326-34-7","DTXSID2034590","Fenamidone",311.4
"60168-88-9","DTXSID2032390","Fenarimol",331.2
"120928-09-8","DTXSID4040476","Fenazaquin",306.409
"119611-00-6","DTXSID8032548","4-(4-Chlorophenyl)-2-phenyl-2-(1H-1,2,4-triazol-1-ylmethyl)butyronitrile",336.82
"24691-80-3","DTXSID8058035","Fenfuram",201.225
"126833-17-8","DTXSID3032549","Fenhexamid",302.2
"3766-81-2","DTXSID4058077","Fenobucarb",207.273
"93-72-1","DTXSID0021387","2-(2,4,5-Trichlorophenoxy)propionic acid",269.5
"4841-20-7","DTXSID10863461","Fenoprop-methyl",283.53
"62850-32-2","DTXSID5058145","Fenothiocarb",253.36
"113158-40-0","DTXSID2057940","Fenoxaprop-P",333.72
